GOPrimaryKey,CouncilDistrict,GOHighestOffenseDesc,HighestNIBRS,GOReportDate,GOLocation,ClearanceStatus,ClearanceDate,GODistrict,GOLocationZip,GOCensusTract,GOXCoordinate,GOYCoordinate,RIN,PrimaryKey,DateOccurred,TimeOccurred,Location,AreaCommand,NatureOfContact,ReasonDesc,R2RLevel,MasterSubjectID,SubjectSex,SubjectRace,SubjectEthnicity,SubjectConductDesc,SubjectResistance,WeaponUsed1,WeaponUsed2,WeaponUsed3,WeaponUsed4,WeaponUsed5,NumberShots,SubjectEffects,EffectonOfficer,OfficerOrganizationDesc,OfficerCommissionDate,OfficerYrsofService,XCoordinate,YCoordinate,CouncilDistrict
20152131913,9,"AGG ASSAULT                   ","Agg Assault",1-Aug-15,"500 E 7TH ST                                                                                        ",C,25-Aug-15,G,78701,11.0,3115952,10070759,164187,20152131913,"08/01/2015 12:00:00 AM",2236,"500 E 7TH ST",GE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"258802052: 20152131913",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE; OTHER","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","GEORGE 800 REG I PATROL","06/18/2004 12:00:00 AM",11,3115952,10070759,9
20152170373,2,"BURGLARY OF RESIDENCE         ",Burglary,5-Aug-15,"5413 APPLE ORCHARD LN                                                                               ",C,7-Aug-15,F,78744,24.31,3119089,10045950,164462,20152170373,"08/05/2015 12:00:00 AM"," ","5413 APPLE ORCHARD LN",FR,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"458945291: 20152170373",M,W,H,"",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","FRANK 100 REG IV PATROL","04/27/2007 12:00:00 AM",8,3119089,10045950,2
20152181025,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",6-Aug-15,"800 RUTLAND DR                                                                                      ",C,9-Aug-15,E,78758,18.22,3128158,10106372,164502,20152181025,"08/06/2015 12:00:00 AM",1407,"800 RUTLAND DR",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459305494: 20152181025",F,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"COMPLAINT OF INJURY/PAIN","COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","11/17/1989 12:00:00 AM",26,3128158,10106372,4
20152181025,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",6-Aug-15,"800 RUTLAND DR                                                                                      ",C,9-Aug-15,E,78758,18.22,3128158,10106372,164541,20152181025,"08/06/2015 12:00:00 AM",1407,"800 RUTLAND DR",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459305494: 20152181025",F,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","06/18/2004 12:00:00 AM",11,3128158,10106372,4
20152181025,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",6-Aug-15,"800 RUTLAND DR                                                                                      ",C,9-Aug-15,E,78758,18.22,3128158,10106372,164542,20152181025,"08/06/2015 12:00:00 AM",1407,"800 RUTLAND DR",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459305494: 20152181025",F,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION","CHEMICAL AGENT - O C SPRAY","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","04/23/2010 12:00:00 AM",5,3128158,10106372,4
20152181025,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",6-Aug-15,"800 RUTLAND DR                                                                                      ",C,9-Aug-15,E,78758,18.22,3128158,10106372,164543,20152181025,"08/06/2015 12:00:00 AM",1407,"800 RUTLAND DR",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459305494: 20152181025",F,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","09/24/1999 12:00:00 AM",16,3128158,10106372,4
20152181025,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",6-Aug-15,"800 RUTLAND DR                                                                                      ",C,9-Aug-15,E,78758,18.22,3128158,10106372,164547,20152181025,"08/06/2015 12:00:00 AM",1407,"800 RUTLAND DR",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459305494: 20152181025",F,W,H,"EDP/MENTALLY UNSTABLE","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","10/07/2011 12:00:00 AM",4,3128158,10106372,4
20152220678,4,"BURGLARY OF RESIDENCE         ",Burglary,10-Aug-15,"409 MIDDLE LN                                                                                       ",C,12-Aug-15,E,78753,18.06,3129612,10103726,164565,20152220678,"08/10/2015 12:00:00 AM",1051,"409 MIDDLE LN",ED,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"459009326: 20152220678",F,W,H,"","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","07/21/1995 12:00:00 AM",20,3129612,10103726,4
20152220678,4,"BURGLARY OF RESIDENCE         ",Burglary,10-Aug-15,"409 MIDDLE LN                                                                                       ",C,12-Aug-15,E,78753,18.06,3129612,10103726,164567,20152220678,"08/10/2015 12:00:00 AM",1515,"409 MIDDLE LN",ED,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"459009326: 20152220678",F,W,H,"EDP/MENTALLY UNSTABLE","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","03/23/2012 12:00:00 AM",3,3129612,10103726,4
20152220678,4,"BURGLARY OF RESIDENCE         ",Burglary,10-Aug-15,"409 MIDDLE LN                                                                                       ",C,12-Aug-15,E,78753,18.06,3129612,10103726,164570,20152220678,"08/10/2015 12:00:00 AM",1055,"409 MIDDLE LN",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459080595: 20152220678",M,W,H,"","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","03/23/2012 12:00:00 AM",3,3129612,10103726,4
20152220678,4,"BURGLARY OF RESIDENCE         ",Burglary,10-Aug-15,"409 MIDDLE LN                                                                                       ",C,12-Aug-15,E,78753,18.06,3129612,10103726,164621,20152220678,"08/10/2015 12:00:00 AM",1055,"409 MIDDLE LN",ED,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"297009891: 20152220678",M,U,U,"","PASSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","06/23/2006 12:00:00 AM",9,3129612,10103726,4
20152220678,4,"BURGLARY OF RESIDENCE         ",Burglary,10-Aug-15,"409 MIDDLE LN                                                                                       ",C,12-Aug-15,E,78753,18.06,3129612,10103726,164622,20152220678,"08/10/2015 12:00:00 AM",1051,"409 MIDDLE LN",ED,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"459009326: 20152220678",F,W,H,"","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","COMPLAINT OF INJURY/PAIN","EDWARD 100 REG II PATROL","04/23/2010 12:00:00 AM",5,3129612,10103726,4
20152220678,4,"BURGLARY OF RESIDENCE         ",Burglary,10-Aug-15,"409 MIDDLE LN                                                                                       ",C,12-Aug-15,E,78753,18.06,3129612,10103726,164623,20152220678,"08/10/2015 12:00:00 AM",1128,"409 MIDDLE LN",ED,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"459009326: 20152220678",F,W,H,"","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","MOTORS NORTH 2 HWY ENFORCEMENT","08/10/2001 12:00:00 AM",14,3129612,10103726,4
20152231370,4,"THEFT BY SHOPLIFTING          ",Theft,11-Aug-15,"1030 NORWOOD PARK BLVD                                                                              ",C,25-Aug-15,I,78753,18.13,3129997,10096983,165023,20152231370,"08/11/2015 12:00:00 AM",1723,"1030 NORWOOD PARK BLVD",ID,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459044997: 20152231370",M,W,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","IDA 400 REG I PATROL","04/23/2010 12:00:00 AM",5,3129997,10096983,4
20152240220,9,"AGG ASSAULT                   ","Agg Assault",12-Aug-15,"700 NECHES ST                                                                                       ",C,13-Aug-15,G,78701,11.0,3115844,10070698,164782,20152240220,"08/12/2015 12:00:00 AM",433,"700 NECHES ST",GE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"459238733: 20152240220",M,B,N,"","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","","","","",2,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","GEORGE 700 REG I PATROL","03/22/2013 12:00:00 AM",2,3115844,10070698,9
20152261144,9,"AGG ASSAULT                   ","Agg Assault",14-Aug-15,"4301 N IH 35 SVRD NB                                                                                ",C,18-Aug-15,C,78722,3.07,3122818,10082529,164861,20152261144,"08/14/2015 12:00:00 AM"," ","4301 N IH 35 SVRD NB",CH,"DISPATCHED CALL","TO RESTRAIN FOR SUBJECTS SAFETY",3,"459215213: 20152261144",M,W,N,"EDP/MENTALLY UNSTABLE","EMPTY HAND ACTIVE AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","CHARLIE 200 REG III PATROL","01/02/2009 12:00:00 AM",7,3122818,10082529,9
20152270629,8,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",15-Aug-15,"4604 HERO CT                                                                                        ",C,17-Aug-15,D,78735,19.14,3082383,10063985,164844,20152270629,"08/15/2015 12:00:00 AM"," ","4604 HERO CT",DA,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459308847: 20152270629",M,W,N,"","EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE; OTHER","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","DAVID 100 REG IV PATROL","09/24/1999 12:00:00 AM",16,3082383,10063985,8
20152270629,8,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",15-Aug-15,"4604 HERO CT                                                                                        ",C,17-Aug-15,D,78735,19.14,3082383,10063985,164883,20152270629,"08/15/2015 12:00:00 AM",1323,"4604 HERO CT",DA,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",3,"459308847: 20152270629",M,W,N,"","EMPTY HAND ACTIVE AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","DAVID 100 REG IV PATROL","01/06/1995 12:00:00 AM",21,3082383,10063985,8
20152280840,3,"THEFT BY SHOPLIFTING          ",Theft,16-Aug-15,"2508 E RIVERSIDE DR                                                                                 ",C,20-Aug-15,H,78741,23.04,3120959,10059177,164851,20152280840,"08/16/2015 12:00:00 AM",1645,"2508 E RIVERSIDE DR",HE,"VIEWED OFFENSE","IN CUSTODY, MAINTAINING CONTROL",3,"204094213: 20152280840",F,W,H,"EDP/MENTALLY UNSTABLE","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","FRANK 200 REG IV PATROL","01/04/2008 12:00:00 AM",8,3120959,10059177,3
20152280714,3,"THEFT                         ",Theft,16-Aug-15,"2701 E 7TH ST                                                                                       ",C,20-Jan-16,C,78702,9.02,3124306,10067892,164848,20152280714,"08/16/2015 12:00:00 AM",1113,"2701 E 7TH ST",CH,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",2,"366674262: 20152280714",M,W,H,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","CHARLIE 100 REG III PATROL","04/23/2010 12:00:00 AM",5,3124306,10067892,3
20152291247,4,"THEFT                         ",Theft,17-Aug-15,"9414 N LAMAR BLVD                                                                                   ",C,22-Aug-15,E,78758,18.19,3127650,10106327,164941,20152291247,"08/17/2015 12:00:00 AM",1722,"9414 N LAMAR BLVD",ED,"VIEWED OFFENSE","IN CUSTODY, MAINTAINING CONTROL",3,"10945444: 20152291247",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","11/30/2012 12:00:00 AM",3,3127650,10106327,4
20152291247,4,"THEFT                         ",Theft,17-Aug-15,"9414 N LAMAR BLVD                                                                                   ",C,22-Aug-15,E,78758,18.19,3127650,10106327,165003,20152291247,"08/17/2015 12:00:00 AM",1735,"9414 N LAMAR BLVD",ED,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"10945444: 20152291247",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 400 REG II PATROL","12/13/2013 12:00:00 AM",2,3127650,10106327,4
20152320190,2,"THEFT                         ",Theft,20-Aug-15,"602 BLACKBERRY DR                                                                                   ",C,24-Aug-15,F,78745,24.22,3100184,10041386,165101,20152320190,"08/20/2015 12:00:00 AM",438,"602 BLACKBERRY DR",FR,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"185278272: 20152320190",M,W,H,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","03/21/2014 12:00:00 AM",1,3100184,10041386,2
20152341747,6,"AGG ASSAULT                   ","Agg Assault",22-Aug-15,"12425 MELLOW MEADOW DR                                                                              ",N,9-Sep-15,A,78750,204.05,3095852,10139534,165170,20152341747,"08/22/2015 12:00:00 AM",2141,"12425 MELLOW MEADOW DR",AD,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"459128045: 20152341747",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","HENRY 300 REG III PATROL","03/20/2015 12:00:00 AM",0,3095852,10139534,6
20152350249,1,"DEADLY CONDUCT                ","Agg Assault",23-Aug-15,"1400 BLOCK COMETA ST                                                                                ",C,26-Aug-15,C,78721,21.09,3130791,10075698,165171,20152350249,"08/23/2015 12:00:00 AM",338,"1400 BLOCK COMETA ST",CH,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"161091693: 20152350249",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","COMPLAINT OF INJURY/PAIN; COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","","CHARLIE 500 REG III PATROL","10/25/1991 12:00:00 AM",24,3130791,10075698,1
20152350249,1,"DEADLY CONDUCT                ","Agg Assault",23-Aug-15,"1400 BLOCK COMETA ST                                                                                ",C,26-Aug-15,C,78721,21.09,3130791,10075698,165185,20152350249,"08/23/2015 12:00:00 AM"," ","1400 BLOCK COMETA ST",CH,"DISPATCHED CALL","IN CUSTODY, MAINTAINING CONTROL",3,"305923612: 20152350249",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","","","","","","","NO COMPLAINT OF INJURY/PAIN","","CHARLIE 600 REG III PATROL","12/13/2013 12:00:00 AM",2,3130791,10075698,1
20152372082,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",26-Aug-15,"8201 N LAMAR BLVD                                                                                   ",C,27-Aug-15,E,78753,18.06,3124479,10101091,165303,20152372082,"08/25/2015 12:00:00 AM",2312,"8201 N LAMAR BLVD",ED,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"153160293: 20152372082",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","EDWARD 800 REG II PATROL","06/20/2008 12:00:00 AM",7,3124479,10101091,4
20152372082,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",26-Aug-15,"8201 N LAMAR BLVD                                                                                   ",C,27-Aug-15,E,78753,18.06,3124479,10101091,165321,20152372082,"08/25/2015 12:00:00 AM",2300,"8201 N LAMAR BLVD",ED,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",3,"153160293: 20152372082",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","MINOR INJURY","EDWARD 700 REG II PATROL","10/07/2011 12:00:00 AM",4,3124479,10101091,4
20152372082,4,"TAKE WEAPON FRM POLICE OFFICER","Agg Assault",26-Aug-15,"8201 N LAMAR BLVD                                                                                   ",C,27-Aug-15,E,78753,18.06,3124479,10101091,166243,20152372082,"08/25/2015 12:00:00 AM"," ","8201 N LAMAR BLVD",ED,"TRAFFIC STOP","NECESSARY TO EFFECT ARREST / DETENTION",2,"153160293: 20152372082",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION; EMPTY HAND DEFENSIVE RESISTANCE","CED - DRIVE STUN-ENTER # SHOTS","CED - PRONGS-ENTER # SHOTS","","","",3,"MINOR INJURY","MINOR INJURY","EDWARD 700 REG II PATROL","02/19/1994 12:00:00 AM",22,3124479,10101091,4
20152381729,3,"THEFT BY SHOPLIFTING          ",Theft,26-Aug-15,"4405 E RIVERSIDE DR                                                                                 ",C,31-Aug-15,H,78741,23.14,3120615,10058135,165405,20152381729,"08/26/2015 12:00:00 AM",2038,"4405 E RIVERSIDE DR",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"169148727: 20152381729",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED","NO COMPLAINT OF INJURY/PAIN","HENRY 300 REG III PATROL","11/30/2012 12:00:00 AM",3,3120615,10058135,3
20152391788,4,"THEFT                         ",Theft,27-Aug-15,"1030 NORWOOD PARK BLVD                                                                              ",C,27-Aug-15,I,78753,18.13,3129997,10096983,165422,20152391788,"08/27/2015 12:00:00 AM",2035,"1030 NORWOOD PARK BLVD",ID,"VIEWED OFFENSE","NECESSARY TO EFFECT ARREST / DETENTION",3,"459219254: 20152391788",M,W,H,"EDP/MENTALLY UNSTABLE",OTHER,"WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","CHARLIE DISTRICT REPS REG III PATROL","01/04/2008 12:00:00 AM",8,3129997,10096983,4
20152390249,2,"THEFT                         ",Theft,27-Aug-15,"110 W SLAUGHTER LN                                                                                  ",C,27-Aug-15,F,78745,24.22,3100912,10033835,165382,20152390249,"08/27/2015 12:00:00 AM",621,"110 W SLAUGHTER LN",FR,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"219350662: 20152390249",M,W,H,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","VERBAL RESISTANCE/AGGRESSION","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","",0,"NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","FRANK 700 REG IV PATROL","10/07/2011 12:00:00 AM",4,3100912,10033835,2
20152402188,7,"THEFT BY SHOPLIFTING          ",Theft,28-Aug-15,"12900 N IH 35 SVRD SB                                                                               ",N,20-Jan-16,E,78753,18.48,3134231,10124161,165484,20152402188,"08/28/2015 12:00:00 AM",2336,"12900 N IH 35 SVRD SB",ED,OTHER,"NECESSARY TO EFFECT ARREST / DETENTION",23,"459012873: 20152402188",M,B,N,"","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS-ENTER # SHOTS","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","",1,"MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","ACADEMY CADET TRAINING REG II","01/02/2009 12:00:00 AM",7,3134231,10124161,7
20152430823,9,"THEFT                         ",Theft,31-Aug-15,"611 NECHES ST                                                                                       ",C,2-Sep-15,G,78701,11.0,3115916,10070553,165641,20152430823,"08/31/2015 12:00:00 AM"," ","611 NECHES ST",GE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"459117861: 20152430823",M,W,N,"","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","NO COMPLAINT OF INJURY/PAIN","NO COMPLAINT OF INJURY/PAIN","GEORGE 100 REG I PATROL","09/24/1999 12:00:00 AM",16,3115916,10070553,9
20152450043,1,"BURGLARY OF RESIDENCE         ",Burglary,2-Sep-15,"6511 MOONGLOW DR                                                                                    ",C,4-Sep-15,C,78724,22.08,3145023,10082164,165761,20152450043,"09/02/2015 12:00:00 AM",26,"6511 MOONGLOW DR",CH,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"334179914: 20152450043",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","CHARLIE 700 REG III PATROL","07/13/2012 12:00:00 AM",3,3145023,10082164,1
20152450043,1,"BURGLARY OF RESIDENCE         ",Burglary,2-Sep-15,"6511 MOONGLOW DR                                                                                    ",C,4-Sep-15,C,78724,22.08,3145023,10082164,165762,20152450043,"09/02/2015 12:00:00 AM"," ","6511 MOONGLOW DR",CH,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"334179914: 20152450043",M,B,N,"SUSPECTED UNDER INFLUENCE OF ALCOHOL/DRUGS","EMPTY HAND DEFENSIVE RESISTANCE","WEAPONLESS (PRESSURE POINTS/KICKS/HAND)","","","","","","MINOR INJURY","NO COMPLAINT OF INJURY/PAIN","CHARLIE 700 REG III PATROL","07/13/2012 12:00:00 AM",3,3145023,10082164,1
20152441829,2,"AGG ASLT STRANGLE/SUFFOCATE   ","Agg Assault",2-Sep-15,"2431 E STASSNEY LN                                                                                  ",C,15-Sep-15,F,78744,24.12,3112631,10043549,166403,20152441829,"09/01/2015 12:00:00 AM"," ","2431 E STASSNEY LN",FR,"WARRANT SERVICE","TO RESTRAIN FOR SUBJECTS SAFETY",3,"1069188: 20152441829","","","","","PASSIVE RESISTANCE; EMPTY HAND DEFENSIVE RESISTANCE","","","","","","","","","COURT SERVICES SPECIAL OPS","07/09/1999 12:00:00 AM",16,3112631,10043549,2
20152450248,3,"BURGLARY OF VEHICLE           ",Theft,2-Sep-15,"2317 S PLEASANT VALLEY RD                                                                           ",C,3-Sep-15,H,78741,23.14,3119878,10056802,165782,20152450248,"09/02/2015 12:00:00 AM",549,"2317 S PLEASANT VALLEY RD",HE,"DISPATCHED CALL","NECESSARY TO EFFECT ARREST / DETENTION",3,"174199250: 20152450248",M,W,H,"","EMPTY HAND DEFENSIVE RESISTANCE","CED - PRONGS MISSED-ENTER # SHOTS","","","","",2,"MINOR INJURY","MINOR INJURY","HENRY 700 REG III PATROL","03/20/2015 12:00:00 AM",0,3119878,10056802,3
